CODE_COMMUNE_INSEE,NOM_DE_LA_COMMUNE,FIRST__POSTAL,LIBELLE_D_ACHEMINEMENT,LIGNE_5,_GEOPOINT
49284,ST GERMAIN DES PRES,49170,ST GERMAIN DES PRES,Inconnu,4740988570000000408081703
49288,ST JEAN DE LA CROIX,49130,ST JEAN DE LA CROIX,Inconnu,47411137505820738
49291,ST JUST SUR DIVE,49260,ST JUST SUR DIVE,Inconnu,47171810699999995010268435000000001
49292,VAL DU LAYON,49190,VAL DU LAYON,ST AUBIN DE LUIGNE,47313536906528919
49292,VAL DU LAYON,49750,VAL DU LAYON,ST LAMBERT DU LATTAY,47313536906528919
49294,ST LAMBERT LA POTHERIE,49070,ST LAMBERT LA POTHERIE,Inconnu,4748704795000000406903606
49298,ST LEGER DE LINIERES,49070,ST LEGER DE LINIERES,ST JEAN DE LINIERES,474609308507068913
49298,ST LEGER DE LINIERES,49170,ST LEGER DE LINIERES,ST LEGER DES BOIS,474609308507068913
49299,ST LEGER SOUS CHOLET,49280,ST LEGER SOUS CHOLET,Inconnu,471021586509007438999999999
49301,SEVREMOINE,49230,SEVREMOINE,MONTFAUCON MONTIGNE,470878246510967942000000002
49301,SEVREMOINE,49230,SEVREMOINE,ST CRESPIN SUR MOINE,470878246510967942000000002
49301,SEVREMOINE,49230,SEVREMOINE,ST GERMAIN SUR MOINE,470878246510967942000000002
49301,SEVREMOINE,49230,SEVREMOINE,TILLIERES,470878246510967942000000002
49301,SEVREMOINE,49450,SEVREMOINE,LA RENAUDIERE,470878246510967942000000002
49301,SEVREMOINE,49450,SEVREMOINE,ROUSSAY,470878246510967942000000002
49301,SEVREMOINE,49450,SEVREMOINE,ST ANDRE DE LA MARCHE,470878246510967942000000002
49301,SEVREMOINE,49450,SEVREMOINE,ST MACAIRE EN MAUGES,470878246510967942000000002
49301,SEVREMOINE,49660,SEVREMOINE,TORFOU,470878246510967942000000002
49301,SEVREMOINE,49710,SEVREMOINE,LE LONGERON,470878246510967942000000002
49302,ST MACAIRE DU BOIS,49260,ST MACAIRE DU BOIS,Inconnu,4711351455028799635
49306,ST MARTIN DU FOUILLOUX,49170,ST MARTIN DU FOUILLOUX,Inconnu,474354445071154655
49307,LOIRE AUTHION,49140,LOIRE AUTHION,BAUNE,47469482299999996037341155000000004
49307,LOIRE AUTHION,49250,LOIRE AUTHION,ST MATHURIN SUR LOIRE,47469482299999996037341155000000004
49307,LOIRE AUTHION,49630,LOIRE AUTHION,CORNE,47469482299999996037341155000000004
49307,LOIRE AUTHION,49800,LOIRE AUTHION,ANDARD,47469482299999996037341155000000004
49307,LOIRE AUTHION,49800,LOIRE AUTHION,BRAIN SUR L AUTHION,47469482299999996037341155000000004
49307,LOIRE AUTHION,49800,LOIRE AUTHION,LA BOHALLE,47469482299999996037341155000000004
49307,LOIRE AUTHION,49800,LOIRE AUTHION,LA DAGUENIERE,47469482299999996037341155000000004
49308,ST MELAINE SUR AUBANCE,49610,ST MELAINE SUR AUBANCE,Inconnu,473819485049857930000000006
49310,ST PAUL DU BOIS,49310,ST PAUL DU BOIS,Inconnu,47090493205390552
49311,ST PHILBERT DU PEUPLE,49160,ST PHILBERT DU PEUPLE,Inconnu,473900711004706485
49323,VERRIERES EN ANJOU,49112,VERRIERES EN ANJOU,PELLOUAILLES LES VIGNES,47518163799999996047463789999999995
49323,VERRIERES EN ANJOU,49480,VERRIERES EN ANJOU,ST SYLVAIN D ANJOU,47518163799999996047463789999999995
49326,SARRIGNE,49800,SARRIGNE,Inconnu,4750323899999999038939135
49328,SAUMUR,49400,SAUMUR,Inconnu,472645098008367435000000001
49328,SAUMUR,49400,SAUMUR,BAGNEUX,472645098008367435000000001
49328,SAUMUR,49400,SAUMUR,DAMPIERRE SUR LOIRE,472645098008367435000000001
49328,SAUMUR,49400,SAUMUR,ST HILAIRE ST FLORENT,472645098008367435000000001
49328,SAUMUR,49400,SAUMUR,ST LAMBERT DES LEVEES,472645098008367435000000001
49329,SAVENNIERES,49170,SAVENNIERES,Inconnu,474064224506640157
49329,SAVENNIERES,49170,SAVENNIERES,EPIRE,474064224506640157
49330,SCEAUX D ANJOU,49330,SCEAUX D ANJOU,Inconnu,4762952699999999606060942
49331,SEGRE EN ANJOU BLEU,49500,SEGRE EN ANJOU BLEU,AVIRE,4771111985085404495
49331,SEGRE EN ANJOU BLEU,49500,SEGRE EN ANJOU BLEU,LA CHAPELLE SUR OUDON,4771111985085404495
49331,SEGRE EN ANJOU BLEU,49500,SEGRE EN ANJOU BLEU,LA FERRIERE DE FLEE,4771111985085404495
49331,SEGRE EN ANJOU BLEU,49500,SEGRE EN ANJOU BLEU,L HOTELLERIE DE FLEE,4771111985085404495
49331,SEGRE EN ANJOU BLEU,49500,SEGRE EN ANJOU BLEU,LOUVAINES,4771111985085404495
49331,SEGRE EN ANJOU BLEU,49500,SEGRE EN ANJOU BLEU,MARANS,4771111985085404495
49331,SEGRE EN ANJOU BLEU,49500,SEGRE EN ANJOU BLEU,MONTGUILLON,4771111985085404495
49331,SEGRE EN ANJOU BLEU,49500,SEGRE EN ANJOU BLEU,NYOISEAU,4771111985085404495
49331,SEGRE EN ANJOU BLEU,49500,SEGRE EN ANJOU BLEU,SEGRE,4771111985085404495
49331,SEGRE EN ANJOU BLEU,49500,SEGRE EN ANJOU BLEU,STE GEMMES D ANDIGNE,4771111985085404495
49331,SEGRE EN ANJOU BLEU,49500,SEGRE EN ANJOU BLEU,ST MARTIN DU BOIS,4771111985085404495
49331,SEGRE EN ANJOU BLEU,49500,SEGRE EN ANJOU BLEU,ST SAUVEUR DE FLEE,4771111985085404495
49331,SEGRE EN ANJOU BLEU,49520,SEGRE EN ANJOU BLEU,CHATELAIS,4771111985085404495
49331,SEGRE EN ANJOU BLEU,49520,SEGRE EN ANJOU BLEU,LE BOURG D IRE,4771111985085404495
49331,SEGRE EN ANJOU BLEU,49520,SEGRE EN ANJOU BLEU,NOYANT LA GRAVOYERE,4771111985085404495
49332,LA SEGUINIERE,49280,LA SEGUINIERE,Inconnu,47079431509622369500000001
49333,SEICHES SUR LE LOIR,49140,SEICHES SUR LE LOIR,Inconnu,475963405503645772
49333,SEICHES SUR LE LOIR,49140,SEICHES SUR LE LOIR,MATHEFLON,475963405503645772
49334,SERMAISE,49140,SERMAISE,Inconnu,475225116021558305
49336,SOMLOIRE,49360,SOMLOIRE,Inconnu,470356019059702885
49338,SOULAINES SUR AUBANCE,49610,SOULAINES SUR AUBANCE,Inconnu,47361647399999995052183525
49339,SOULAIRE ET BOURG,49460,SOULAIRE ET BOURG,Inconnu,475761096500000105401803000000001
49341,SOUZAY CHAMPIGNY,49400,SOUZAY CHAMPIGNY,Inconnu,4722079700271762
49343,LA TESSOUALLE,49280,LA TESSOUALLE,Inconnu,470113376508340354
49344,THORIGNE D ANJOU,49220,THORIGNE D ANJOU,Inconnu,47635584506619243
49345,BELLEVIGNE EN LAYON,49380,BELLEVIGNE EN LAYON,CHAMP SUR LAYON,47271884505395374500000001
49345,BELLEVIGNE EN LAYON,49380,BELLEVIGNE EN LAYON,FAVERAYE MACHELLES,47271884505395374500000001
49345,BELLEVIGNE EN LAYON,49380,BELLEVIGNE EN LAYON,FAYE D ANJOU,47271884505395374500000001
49345,BELLEVIGNE EN LAYON,49380,BELLEVIGNE EN LAYON,THOUARCE,47271884505395374500000001
49345,BELLEVIGNE EN LAYON,49750,BELLEVIGNE EN LAYON,RABLAY SUR LAYON,47271884505395374500000001
49347,TIERCE,49125,TIERCE,Inconnu,4762536315044487445000000003
49352,TOUTLEMONDE,49360,TOUTLEMONDE,Inconnu,47059078400000004075991265
49353,TRELAZE,49800,TRELAZE,Inconnu,474521773047801954999999996
49355,TREMENTINES,49340,TREMENTINES,Inconnu,471260483080358075
49358,TURQUANT,49730,TURQUANT,Inconnu,472131357001704545
49359,LES ULMES,49700,LES ULMES,Inconnu,4722510601824434
49361,VARENNES SUR LOIRE,49730,VARENNES SUR LOIRE,Inconnu,47245115350037096149999999994
49362,VARRAINS,49400,VARRAINS,Inconnu,47227631349999996006613234999999999
49364,VAUDELNAY,49260,VAUDELNAY,Inconnu,4713960365021475595000000003
49367,ERDRE EN ANJOU,49220,ERDRE EN ANJOU,BRAIN SUR LONGUENEE,475889813508177667
49367,ERDRE EN ANJOU,49220,ERDRE EN ANJOU,GENE,475889813508177667
49367,ERDRE EN ANJOU,49220,ERDRE EN ANJOU,VERN D ANJOU,475889813508177667
49367,ERDRE EN ANJOU,49370,ERDRE EN ANJOU,LA POUEZE,475889813508177667
49368,VERNANTES,49390,VERNANTES,Inconnu,4739450620025922499999999998
49369,VERNOIL LE FOURRIER,49390,VERNOIL LE FOURRIER,Inconnu,4739718275010007519999999999
49370,VERRIE,49400,VERRIE,Inconnu,472658598501899744
49371,VEZINS,49340,VEZINS,Inconnu,4711387170000000407198356
49373,LYS HAUT LAYON,49310,LYS HAUT LAYON,LES CERQUEUX SOUS PASSAVANT,47150349750000004046180495
49373,LYS HAUT LAYON,49310,LYS HAUT LAYON,LE VOIDE,47150349750000004046180495
49373,LYS HAUT LAYON,49310,LYS HAUT LAYON,ST HILAIRE DU BOIS,47150349750000004046180495
49373,LYS HAUT LAYON,49310,LYS HAUT LAYON,TANCOIGNE,47150349750000004046180495
49373,LYS HAUT LAYON,49310,LYS HAUT LAYON,TREMONT,47150349750000004046180495
49373,LYS HAUT LAYON,49310,LYS HAUT LAYON,VIHIERS,47150349750000004046180495
49373,LYS HAUT LAYON,49540,LYS HAUT LAYON,LA FOSSE DE TIGNE,47150349750000004046180495
49373,LYS HAUT LAYON,49540,LYS HAUT LAYON,TIGNE,47150349750000004046180495
49373,LYS HAUT LAYON,49560,LYS HAUT LAYON,NUEIL SUR LAYON,47150349750000004046180495
49374,VILLEBERNIER,49400,VILLEBERNIER,Inconnu,472643720500217838
49377,RIVES DU LOIR EN ANJOU,49140,RIVES DU LOIR EN ANJOU,SOUCELLES,475571985044476874999999993
49377,RIVES DU LOIR EN ANJOU,49140,RIVES DU LOIR EN ANJOU,VILLEVEQUE,475571985044476874999999993
49378,VIVY,49680,VIVY,Inconnu,4732106650071015
49381,YZERNAY,49360,YZERNAY,Inconnu,470291601069085665
